PIDM,TERM_CODE,STUDENT_LEVEL,DEGREE_CODE_1,DEGREE_DESC_1,COLLEGE_CODE_1,COLLEGE_DESC_1,DEPT_CODE_1,DEPT_DESC_1,MAJOR_CODE_1,MAJOR_DESC_1,DEGREE_CODE_2,DEGREE_DESC_2,DEPT_CODE_2,DEPT_DESC_2,COLLEGE_CODE_2,COLLEGE_DESC_2,MAJOR_CODE_2,MAJOR_DESC_2
958928,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,BA,Bachelor of Arts,ENG,English,LA,College Letters Arts Sciences,ENG,English
961251,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CYBM,Cybersecurity - MS,BS,Bachelor of Science,CJC,Criminal Justice & Criminology,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology
963981,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
967109,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
967305,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,SWK,Social Work,UNSW,Undeclared Social Work,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
968751,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
968855,202050,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
972740,202050,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,GCERT,Graduate Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CASS,Certificate-Autsm&SgnftSupNeed
973262,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,CJC,Criminal Justice & Criminology,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology
973620,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,MS,Master of Science,NUT,Nutrition,PS,College of Health and Applied Science,NUTM,Human Nutrition & Dietetics-MS
974205,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSY,Psychology
976806,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSY,Psychology,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
977274,202050,UG,UNDD,Undeclared Degree,0,No College Designated,UND,Undeclared,PUND,Prep External,BS,Bachelor of Science,CHE,Chemistry,LA,College Letters Arts Sciences,CHE,Chemistry
978535,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
980532,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
982432,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,MGT,Management,BU,College of Business,MGT,Management
984078,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,COMM,Communication Studies,COMS,Communication Studies,BS,Bachelor of Science,CIS,ComputerInfoSystm&BusAnalytics,BU,College of Business,CIN,Computer Information Systems
985249,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
987016,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,LA,College Letters Arts Sciences,SWK,Social Work
988049,202050,GR,MHA,Master of Health Admin,PS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCM,Health Care Management
988264,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
989257,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,HIS,History,HIS,History,BS,Bachelor of Science,CIS,ComputerInfoSystm&BusAnalytics,BU,College of Business,CIN,Computer Information Systems
989428,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
989864,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
991727,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
991791,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,PHI,Philosophy,LA,College Letters Arts Sciences,PHI,Philosophy
992826,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
994414,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
995661,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CYB,Cybersecurity,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
995772,202050,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,GCERT,Graduate Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CASS,Certificate-Autsm&SgnftSupNeed
997885,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
997992,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
998319,202050,UG,BA,Bachelor of Arts,BU,College of Business,ECO,Economics,ECO,Economics,BS,Bachelor of Science,M&CS,Math and Computer Science,LA,College Letters Arts Sciences,MTH,Mathematics
998379,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
998607,202050,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BME,Bachelor of Music Education,MUS,Music,LA,College Letters Arts Sciences,MED,Music Education
998721,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
998986,202050,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,CHY,Certificate-High Risk Youth
1000408,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1002117,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1006008,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,HIS,History,HIS,History,BS,Bachelor of Science,HPS,Human Performance and Sport,PS,College of Health and Applied Science,EXS,Exercise Science
1009213,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1009326,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HEP,Health Professions,IHC,Integrative Health Care,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,PCNP,PCert-Nonprofit Studies
1010744,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1011788,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1011873,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1012495,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1014286,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1014486,202050,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1014793,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1014893,202050,UG,BA,Bachelor of Arts,BU,College of Business,MGT,Management,ENT,Entrepreneurship,BA,Bachelor of Arts,MGT,Management,BU,College of Business,ENT,Entrepreneurship
1017004,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1017387,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,NUT,Nutrition,NUTM,Human Nutrition & Dietetics-MS,GCERT,Graduate Certificate Program,NUT,Nutrition,PS,College of Health and Applied Science,CISP,Certificate-Indiv Suprvsd Prac
1018013,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,MSW,Master of Social Work,SWK,Social Work,PS,College of Health and Applied Science,SWKM,Social Work - MSW
1018256,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1018566,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,PHI,Philosophy,LA,College Letters Arts Sciences,PHI,Philosophy
1020557,202050,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,GCERT,Graduate Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CASS,Certificate-Autsm&SgnftSupNeed
1020827,202050,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,TTM,Travel and Tourism Management,BA,Bachelor of Arts,ENG,English,LA,College Letters Arts Sciences,ENG,English
1020869,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,M&CS,Math and Computer Science,CS,Computer Science,BS,Bachelor of Science,M&CS,Math and Computer Science,LA,College Letters Arts Sciences,CS,Computer Science
1020982,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1021407,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,IDPP,Collg of Professional Std IDP,PS,College of Health and Applied Science,IDP,Individualized Degree Program
1021543,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,IHC,Integrative Health Care
1021595,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,IDPP,Collg of Professional Std IDP,IDP,Individualized Degree Program,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1021808,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,SOAN,Sociology and Anthropology,LA,College Letters Arts Sciences,SOC,Sociology
1022646,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1022699,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,CHS,Chicana/o Studies,CHS,Chicano Studies,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1023469,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,ENV,Environmental Science,CERT,Certificate Program,OWOW,One World One Water,PS,College of Health and Applied Science,CWS,Certificate-Water Studies
1024191,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1024264,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1024597,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1025261,202050,GR,GCERT,Graduate Certificate Program,PS,College of Health and Applied Science,NUT,Nutrition,CNDI,Certificate-DieteticInternship,BS,Bachelor of Science,NUT,Nutrition,PS,College of Health and Applied Science,HND,Human Nutrition - Dietetics
1025297,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1026016,202050,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1026739,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1026772,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1027218,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSC,Political Science,PSC,Political Science,BS,Bachelor of Science,CJC,Criminal Justice & Criminology,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology
1028766,202050,GR,MHA,Master of Health Admin,PS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCM,Health Care Management
1030534,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,PBCERT,Post-Bacc Certificate Program,HEP,Health Professions,PS,College of Health and Applied Science,CWC,Certificate-Wellness Coaching
1031113,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1032728,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,UNDD,Undeclared Degree,IDP,Individual Degree Program All,LA,College Letters Arts Sciences,UNID,Undeclared IDP
1033134,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1033171,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1034488,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1034675,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,SWK,Social Work,SWK,Social Work,BA,Bachelor of Arts,CHS,Chicana/o Studies,LA,College Letters Arts Sciences,CHS,Chicano Studies
1034829,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1036541,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1038129,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,IDPP,Collg of Professional Std IDP,IDP,Individualized Degree Program,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1038465,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1038619,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1039657,202050,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1040276,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,BHAM,Clinical Behavioral Health,BS,Bachelor of Science,IDPP,Collg of Professional Std IDP,PS,College of Health and Applied Science,IDP,Individualized Degree Program
1040567,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,HDV,Human Development,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,IHC,Integrative Health Care
1040992,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,ART,Art,ART,Art,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1041032,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1041310,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1041503,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HPS,Human Performance and Sport,EXS,Exercise Science,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSY,Psychology
1041627,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1041895,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1042379,202050,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,HTL,Hotel Management,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,PCUA,PCert-Urban Agriculture
1042806,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1043231,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1043344,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1043879,202050,UG,UNDD,Undeclared Degree,LA,College Letters Arts Sciences,IDP,Individual Degree Program All,UNID,Undeclared IDP,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1045227,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1045287,202050,UG,BA,Bachelor of Arts,PS,College of Health and Applied Science,HPS,Human Performance and Sport,SM,Sport Management,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,PCHM,PCert-Hotel Management
1045296,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,M&CS,Math and Computer Science,MTH,Mathematics,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1046161,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,PSY,Psychology,LA,College Letters Arts Sciences,PSY,Psychology
1048174,202050,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,TTM,Travel and Tourism Management,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1049058,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GSS,Geospatial Sciences,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1049562,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1049617,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,IBM,International Business,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1051113,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,CHY,Certificate-High Risk Youth
1051117,202050,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BME,Bachelor of Music Education,MUS,Music,LA,College Letters Arts Sciences,MED,Music Education
1051311,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,BFA,Bachelor of Fine Arts,THAD,Theatre and Dance,LA,College Letters Arts Sciences,THE,Theatre
1051672,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,CHY,Certificate-High Risk Youth
1051851,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1051975,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1052030,202050,UG,BS,Bachelor of Science,BU,College of Business,FIN,Finance,FIN,Finance,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1052159,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,SOAN,Sociology and Anthropology,SOC,Sociology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1052251,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1052312,202050,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BM,Bachelor of Music,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1052437,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSC,Political Science,PSC,Political Science,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1052561,202050,UG,BA,Bachelor of Arts,PS,College of Health and Applied Science,HEP,Health Professions,RECR,Recreation Professions,CERT,Certificate Program,HEP,Health Professions,PS,College of Health and Applied Science,COR,Certificate-Outdoor Rec Leadsp
1053333,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1054086,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,HSC,Human Services and Counseling,PS,College of Health and Applied Science,HSP,Human Services
1054184,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1054233,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GELA,Applied Geology,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
